age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,last_contact_day
32.0,technician,m,secondary,no,473.0,no,yes,cellular,1064.0,1.0,95.0,3.0,success,221.0
33.0,services,m,secondary,no,0.0,yes,yes,cellular,487.0,1.0,-1.0,0.0,unknown,96.0
67.0,retired,m,primary,no,585.0,no,no,cellular,109.0,1.0,-1.0,0.0,unknown,228.0
30.0,admin.,s,secondary,no,390.0,yes,no,cellular,175.0,1.0,347.0,1.0,failure,106.0
36.0,management,s,tertiary,no,20.0,yes,no,cellular,766.0,2.0,150.0,3.0,other,109.0
51.0,services,d,secondary,no,-69.0,yes,no,unknown,216.0,3.0,-1.0,0.0,unknown,126.0
66.0,retired,m,secondary,no,3409.0,no,no,cellular,801.0,1.0,86.0,2.0,failure,131.0
45.0,technician,m,secondary,no,2020.0,yes,no,cellular,62.0,1.0,131.0,1.0,failure,320.0
39.0,admin.,m,secondary,no,2319.0,no,no,cellular,48.0,1.0,137.0,1.0,failure,324.0
46.0,services,m,primary,no,116.0,yes,no,cellular,267.0,4.0,341.0,3.0,failure,137.0
31.0,admin.,s,secondary,no,387.0,yes,no,cellular,228.0,2.0,370.0,1.0,failure,132.0
51.0,technician,m,secondary,no,856.0,no,no,cellular,99.0,2.0,-1.0,0.0,unknown,320.0
42.0,management,d,tertiary,no,0.0,yes,no,cellular,155.0,4.0,-1.0,0.0,unknown,231.0
56.0,management,m,secondary,no,1928.0,no,no,cellular,61.0,6.0,115.0,4.0,failure,74.0
38.0,blue-collar,m,secondary,no,1556.0,yes,no,cellular,191.0,3.0,-1.0,0.0,unknown,131.0
40.0,blue-collar,m,primary,no,0.0,no,no,unknown,618.0,4.0,-1.0,0.0,unknown,170.0
32.0,services,d,tertiary,no,376.0,yes,no,unknown,102.0,2.0,-1.0,0.0,unknown,139.0
27.0,management,s,tertiary,yes,-308.0,yes,no,unknown,213.0,16.0,-1.0,0.0,unknown,135.0
35.0,services,m,tertiary,no,4655.0,no,no,cellular,111.0,2.0,-1.0,0.0,unknown,312.0
51.0,blue-collar,m,secondary,no,0.0,yes,yes,cellular,124.0,2.0,-1.0,0.0,unknown,202.0
51.0,blue-collar,d,secondary,no,1524.0,yes,no,cellular,112.0,2.0,-1.0,0.0,unknown,321.0
29.0,admin.,s,tertiary,no,514.0,no,no,cellular,270.0,1.0,-1.0,0.0,unknown,32.0
37.0,self-employed,s,secondary,no,349.0,yes,yes,cellular,165.0,1.0,-1.0,0.0,unknown,32.0
33.0,technician,d,secondary,no,295.0,no,no,cellular,360.0,2.0,-1.0,0.0,unknown,230.0
27.0,blue-collar,s,secondary,no,20.0,yes,no,cellular,175.0,1.0,364.0,3.0,other,134.0
54.0,management,m,tertiary,no,0.0,yes,no,cellular,140.0,2.0,-1.0,0.0,unknown,204.0
39.0,blue-collar,s,primary,no,24277.0,no,no,cellular,261.0,1.0,-1.0,0.0,unknown,239.0
30.0,student,s,secondary,no,5836.0,no,no,cellular,165.0,2.0,-1.0,0.0,unknown,116.0
55.0,technician,m,secondary,no,264.0,yes,yes,cellular,1150.0,5.0,-1.0,0.0,unknown,211.0
37.0,services,s,secondary,no,54.0,yes,no,cellular,328.0,2.0,131.0,1.0,failure,321.0
33.0,blue-collar,m,secondary,no,2645.0,yes,yes,unknown,85.0,4.0,-1.0,0.0,unknown,156.0
43.0,entrepreneur,m,tertiary,yes,-250.0,no,no,unknown,104.0,1.0,-1.0,0.0,unknown,155.0
26.0,technician,s,secondary,no,855.0,yes,no,unknown,87.0,2.0,-1.0,0.0,unknown,147.0
33.0,services,m,secondary,no,310.0,yes,no,unknown,172.0,4.0,-1.0,0.0,unknown,127.0
44.0,entrepreneur,m,secondary,no,93.0,no,no,cellular,125.0,2.0,-1.0,0.0,unknown,187.0
51.0,housemaid,s,primary,no,723.0,no,no,cellular,51.0,1.0,-1.0,0.0,unknown,28.0
30.0,services,m,secondary,no,-108.0,yes,no,unknown,216.0,1.0,-1.0,0.0,unknown,142.0
49.0,technician,m,secondary,yes,410.0,no,no,cellular,117.0,7.0,-1.0,0.0,unknown,238.0
35.0,management,s,tertiary,no,2988.0,yes,no,cellular,179.0,1.0,-1.0,0.0,unknown,144.0
44.0,management,s,tertiary,no,780.0,yes,no,cellular,511.0,2.0,-1.0,0.0,unknown,29.0
49.0,blue-collar,m,secondary,no,3309.0,yes,no,cellular,349.0,2.0,-1.0,0.0,unknown,134.0
34.0,services,m,secondary,no,29.0,yes,no,cellular,387.0,5.0,-1.0,0.0,unknown,195.0
57.0,retired,m,secondary,no,712.0,yes,yes,unknown,824.0,1.0,-1.0,0.0,unknown,169.0
27.0,management,s,tertiary,no,2420.0,yes,no,unknown,391.0,2.0,-1.0,0.0,unknown,131.0
44.0,retired,m,secondary,no,902.0,no,no,unknown,206.0,1.0,-1.0,0.0,unknown,145.0
31.0,management,s,tertiary,no,288.0,no,no,cellular,364.0,1.0,-1.0,0.0,unknown,27.0
31.0,management,m,tertiary,no,22546.0,yes,no,cellular,8.0,6.0,267.0,4.0,failure,133.0
40.0,blue-collar,s,secondary,no,879.0,yes,yes,unknown,248.0,3.0,-1.0,0.0,unknown,127.0
34.0,admin.,s,secondary,no,846.0,yes,no,cellular,758.0,2.0,-1.0,0.0,unknown,106.0
40.0,blue-collar,m,secondary,no,750.0,yes,yes,cellular,340.0,1.0,281.0,1.0,failure,105.0
29.0,self-employed,s,tertiary,no,16.0,yes,no,unknown,43.0,1.0,-1.0,0.0,unknown,125.0
51.0,services,m,secondary,no,-437.0,no,yes,cellular,130.0,3.0,-1.0,0.0,unknown,210.0
36.0,blue-collar,m,primary,no,345.0,yes,no,cellular,400.0,2.0,-1.0,0.0,unknown,205.0
28.0,technician,s,tertiary,no,959.0,yes,no,cellular,330.0,2.0,-1.0,0.0,unknown,28.0
66.0,retired,m,tertiary,no,525.0,no,no,telephone,287.0,1.0,-1.0,0.0,unknown,105.0
28.0,technician,s,secondary,no,1581.0,no,yes,cellular,576.0,2.0,-1.0,0.0,unknown,187.0
57.0,retired,m,secondary,no,1841.0,no,no,cellular,127.0,2.0,196.0,1.0,success,351.0
33.0,unemployed,s,secondary,no,427.0,no,no,unknown,12.0,1.0,-1.0,0.0,unknown,151.0
58.0,retired,m,primary,no,193.0,yes,yes,unknown,788.0,3.0,-1.0,0.0,unknown,132.0
55.0,admin.,d,secondary,no,1693.0,no,no,cellular,247.0,1.0,102.0,3.0,success,221.0
41.0,blue-collar,m,secondary,no,790.0,yes,no,cellular,173.0,1.0,-1.0,0.0,unknown,95.0
55.0,management,d,tertiary,no,26306.0,yes,no,cellular,84.0,1.0,589.0,4.0,failure,265.0
34.0,admin.,m,secondary,no,148.0,yes,no,cellular,160.0,2.0,-1.0,0.0,unknown,130.0
76.0,retired,m,secondary,no,2302.0,no,no,telephone,110.0,1.0,87.0,2.0,failure,35.0
44.0,technician,m,secondary,no,0.0,no,no,unknown,78.0,1.0,-1.0,0.0,unknown,166.0
59.0,blue-collar,m,primary,no,-365.0,yes,no,cellular,408.0,11.0,-1.0,0.0,unknown,197.0
41.0,management,d,tertiary,no,5037.0,no,no,cellular,252.0,9.0,185.0,5.0,other,112.0
41.0,blue-collar,m,primary,no,-97.0,yes,no,unknown,260.0,5.0,-1.0,0.0,unknown,127.0
58.0,housemaid,m,primary,no,258.0,no,no,unknown,174.0,1.0,-1.0,0.0,unknown,159.0
35.0,blue-collar,m,secondary,no,609.0,yes,no,telephone,136.0,1.0,-1.0,0.0,unknown,190.0
49.0,housemaid,m,secondary,no,905.0,no,no,cellular,102.0,4.0,-1.0,0.0,unknown,236.0
35.0,blue-collar,m,secondary,no,26.0,yes,no,unknown,277.0,2.0,-1.0,0.0,unknown,152.0
59.0,management,m,tertiary,no,220.0,yes,no,telephone,30.0,2.0,-1.0,0.0,unknown,196.0
53.0,services,d,primary,no,146.0,yes,no,cellular,149.0,1.0,370.0,1.0,failure,133.0
28.0,blue-collar,m,secondary,no,1958.0,yes,no,unknown,196.0,1.0,-1.0,0.0,unknown,153.0
49.0,technician,d,tertiary,no,0.0,yes,no,cellular,177.0,3.0,-1.0,0.0,unknown,162.0
55.0,management,d,tertiary,no,5399.0,no,yes,cellular,124.0,1.0,28.0,3.0,failure,119.0
30.0,management,s,tertiary,no,0.0,no,no,cellular,108.0,4.0,-1.0,0.0,unknown,36.0
46.0,management,d,tertiary,no,194.0,no,no,cellular,97.0,1.0,-1.0,0.0,unknown,27.0
46.0,services,m,secondary,no,273.0,no,no,cellular,565.0,2.0,-1.0,0.0,unknown,233.0
26.0,services,s,secondary,no,47.0,yes,no,cellular,161.0,1.0,-1.0,0.0,unknown,202.0
47.0,blue-collar,s,secondary,no,57.0,yes,no,cellular,72.0,3.0,369.0,4.0,failure,137.0
25.0,services,m,secondary,no,-282.0,yes,yes,cellular,198.0,1.0,-1.0,0.0,unknown,205.0
39.0,admin.,s,secondary,no,114.0,no,no,cellular,517.0,1.0,-1.0,0.0,unknown,88.0
32.0,management,m,tertiary,no,124.0,no,no,unknown,193.0,1.0,-1.0,0.0,unknown,146.0
49.0,technician,d,tertiary,no,596.0,yes,no,telephone,722.0,1.0,-1.0,0.0,unknown,257.0
41.0,admin.,m,secondary,no,488.0,no,yes,telephone,178.0,2.0,-1.0,0.0,unknown,191.0
40.0,blue-collar,m,primary,no,442.0,yes,no,cellular,212.0,1.0,-1.0,0.0,unknown,90.0
28.0,blue-collar,s,secondary,no,1.0,no,no,unknown,181.0,1.0,-1.0,0.0,unknown,147.0
40.0,blue-collar,m,primary,no,5560.0,yes,no,unknown,93.0,3.0,-1.0,0.0,unknown,161.0
58.0,management,m,tertiary,no,2076.0,no,no,cellular,49.0,4.0,-1.0,0.0,unknown,238.0
24.0,student,s,secondary,no,387.0,no,no,telephone,340.0,8.0,-1.0,0.0,unknown,123.0
31.0,management,s,tertiary,no,147.0,no,no,cellular,469.0,1.0,181.0,2.0,success,67.0
57.0,blue-collar,m,primary,no,249.0,yes,no,unknown,164.0,1.0,-1.0,0.0,unknown,124.0
41.0,blue-collar,m,secondary,no,926.0,yes,no,cellular,306.0,2.0,347.0,1.0,other,130.0
46.0,blue-collar,m,secondary,no,536.0,yes,no,unknown,164.0,2.0,-1.0,0.0,unknown,134.0
30.0,services,m,secondary,no,357.0,yes,no,cellular,215.0,3.0,253.0,4.0,failure,34.0
57.0,technician,m,secondary,no,3240.0,yes,no,unknown,129.0,2.0,-1.0,0.0,unknown,133.0
49.0,admin.,m,secondary,no,2465.0,no,no,cellular,157.0,3.0,-1.0,0.0,unknown,231.0
41.0,blue-collar,m,secondary,no,-940.0,yes,yes,cellular,206.0,2.0,-1.0,0.0,unknown,125.0
43.0,management,d,secondary,no,130.0,yes,no,unknown,63.0,3.0,-1.0,0.0,unknown,155.0
54.0,self-employed,m,secondary,no,2191.0,yes,no,telephone,96.0,6.0,-1.0,0.0,unknown,211.0
51.0,entrepreneur,m,tertiary,no,3921.0,yes,no,cellular,168.0,1.0,-1.0,0.0,unknown,124.0
32.0,admin.,s,secondary,no,287.0,no,no,unknown,465.0,3.0,-1.0,0.0,unknown,134.0
47.0,management,m,tertiary,no,682.0,no,no,cellular,638.0,6.0,-1.0,0.0,unknown,229.0
25.0,technician,s,secondary,no,959.0,no,no,cellular,144.0,5.0,-1.0,0.0,unknown,189.0
31.0,technician,s,tertiary,no,1051.0,no,no,cellular,106.0,4.0,-1.0,0.0,unknown,236.0
43.0,admin.,m,secondary,no,101.0,yes,no,cellular,131.0,2.0,349.0,3.0,failure,109.0
48.0,blue-collar,m,secondary,no,0.0,no,no,cellular,112.0,7.0,-1.0,0.0,unknown,230.0
34.0,management,m,tertiary,no,-16.0,no,no,cellular,108.0,2.0,-1.0,0.0,unknown,219.0
39.0,blue-collar,m,unknown,no,0.0,yes,no,unknown,470.0,1.0,-1.0,0.0,unknown,145.0
33.0,services,d,secondary,yes,339.0,yes,no,unknown,496.0,4.0,-1.0,0.0,unknown,142.0
46.0,admin.,s,secondary,no,1790.0,yes,no,unknown,214.0,5.0,-1.0,0.0,unknown,155.0
41.0,blue-collar,m,primary,no,402.0,no,no,unknown,114.0,17.0,-1.0,0.0,unknown,167.0
43.0,retired,m,secondary,no,808.0,no,no,cellular,481.0,3.0,-1.0,0.0,unknown,196.0
53.0,technician,d,primary,no,-834.0,yes,yes,cellular,130.0,1.0,-1.0,0.0,unknown,188.0
32.0,blue-collar,s,secondary,no,4339.0,yes,yes,cellular,76.0,2.0,-1.0,0.0,unknown,146.0
32.0,technician,m,secondary,no,2802.0,no,no,cellular,157.0,2.0,-1.0,0.0,unknown,231.0
47.0,technician,m,secondary,no,599.0,yes,no,cellular,99.0,3.0,-1.0,0.0,unknown,224.0
33.0,blue-collar,m,secondary,no,304.0,yes,no,unknown,139.0,2.0,-1.0,0.0,unknown,132.0
35.0,technician,s,secondary,no,-816.0,no,no,cellular,54.0,19.0,-1.0,0.0,unknown,236.0
28.0,blue-collar,s,secondary,no,2845.0,yes,no,unknown,182.0,2.0,-1.0,0.0,unknown,131.0
24.0,student,s,secondary,no,160.0,no,no,cellular,109.0,2.0,-1.0,0.0,unknown,123.0
31.0,blue-collar,s,secondary,no,1139.0,yes,no,cellular,101.0,1.0,-1.0,0.0,unknown,202.0
50.0,self-employed,s,tertiary,no,21.0,yes,no,cellular,157.0,1.0,188.0,1.0,failure,321.0
39.0,management,s,tertiary,no,759.0,yes,no,cellular,310.0,5.0,-1.0,0.0,unknown,208.0
37.0,blue-collar,m,secondary,no,-141.0,yes,yes,unknown,76.0,3.0,-1.0,0.0,unknown,148.0
26.0,student,s,tertiary,no,5741.0,no,no,cellular,327.0,1.0,-1.0,0.0,unknown,144.0
35.0,technician,m,secondary,no,304.0,yes,no,unknown,3.0,1.0,-1.0,0.0,unknown,132.0
27.0,student,s,secondary,no,1566.0,no,no,cellular,164.0,5.0,-1.0,0.0,unknown,29.0
47.0,blue-collar,m,primary,no,-100.0,yes,no,unknown,374.0,1.0,-1.0,0.0,unknown,134.0
47.0,blue-collar,m,primary,no,176.0,yes,no,unknown,35.0,1.0,-1.0,0.0,unknown,149.0
36.0,technician,m,secondary,no,145.0,yes,yes,cellular,267.0,2.0,-1.0,0.0,unknown,35.0
35.0,services,m,tertiary,no,4564.0,no,no,cellular,45.0,6.0,-1.0,0.0,unknown,229.0
48.0,housemaid,d,secondary,no,57.0,no,no,cellular,134.0,1.0,-1.0,0.0,unknown,322.0
38.0,services,m,secondary,no,741.0,yes,no,cellular,363.0,1.0,343.0,2.0,failure,130.0
54.0,blue-collar,m,primary,no,258.0,no,no,telephone,29.0,1.0,-1.0,0.0,unknown,56.0
47.0,housemaid,m,secondary,no,4397.0,yes,no,cellular,110.0,1.0,-1.0,0.0,unknown,205.0
30.0,admin.,s,secondary,no,219.0,yes,yes,cellular,91.0,6.0,-1.0,0.0,unknown,137.0
26.0,blue-collar,s,secondary,no,5829.0,no,no,cellular,41.0,2.0,-1.0,0.0,unknown,203.0
36.0,management,m,tertiary,no,521.0,no,yes,cellular,135.0,2.0,152.0,1.0,other,321.0
53.0,unemployed,m,primary,no,142.0,no,no,cellular,168.0,2.0,-1.0,0.0,unknown,119.0
42.0,management,m,tertiary,no,99.0,no,no,cellular,92.0,4.0,-1.0,0.0,unknown,232.0
52.0,technician,m,secondary,no,1815.0,no,no,cellular,131.0,3.0,-1.0,0.0,unknown,217.0
42.0,unknown,s,secondary,no,1456.0,no,no,unknown,56.0,1.0,-1.0,0.0,unknown,162.0
30.0,technician,s,tertiary,no,419.0,yes,yes,unknown,299.0,3.0,-1.0,0.0,unknown,147.0
30.0,management,s,tertiary,no,0.0,no,yes,unknown,88.0,1.0,-1.0,0.0,unknown,183.0
34.0,technician,m,secondary,no,0.0,yes,no,cellular,146.0,1.0,91.0,2.0,other,33.0
55.0,unemployed,m,secondary,no,1339.0,no,no,cellular,299.0,2.0,-1.0,0.0,unknown,32.0
47.0,blue-collar,m,primary,no,1236.0,no,no,cellular,163.0,1.0,-1.0,0.0,unknown,27.0
33.0,blue-collar,m,primary,no,1002.0,yes,no,unknown,201.0,4.0,-1.0,0.0,unknown,149.0
77.0,retired,m,secondary,no,4112.0,no,no,telephone,426.0,1.0,184.0,3.0,success,209.0
48.0,technician,d,tertiary,no,574.0,yes,no,unknown,341.0,2.0,-1.0,0.0,unknown,127.0
40.0,housemaid,m,secondary,no,4136.0,yes,no,cellular,508.0,3.0,173.0,5.0,failure,130.0
36.0,admin.,d,secondary,no,592.0,no,no,cellular,96.0,7.0,93.0,7.0,success,13.0
32.0,technician,s,tertiary,no,696.0,no,yes,cellular,270.0,2.0,293.0,2.0,failure,119.0
27.0,services,m,secondary,no,311.0,yes,no,cellular,50.0,1.0,352.0,1.0,failure,134.0
43.0,technician,s,tertiary,no,58.0,no,no,cellular,97.0,2.0,-1.0,0.0,unknown,233.0
40.0,blue-collar,d,primary,yes,0.0,yes,no,telephone,333.0,3.0,-1.0,0.0,unknown,324.0
35.0,self-employed,s,tertiary,no,4213.0,no,no,cellular,203.0,1.0,-1.0,0.0,unknown,27.0
39.0,blue-collar,m,unknown,no,2952.0,yes,no,unknown,307.0,2.0,-1.0,0.0,unknown,162.0
30.0,blue-collar,m,secondary,no,3.0,yes,yes,cellular,326.0,2.0,-1.0,0.0,unknown,131.0
50.0,admin.,m,secondary,no,1241.0,yes,yes,telephone,49.0,2.0,-1.0,0.0,unknown,320.0
33.0,technician,s,tertiary,no,340.0,no,no,cellular,348.0,2.0,-1.0,0.0,unknown,219.0
39.0,blue-collar,d,secondary,no,2601.0,no,no,unknown,70.0,1.0,-1.0,0.0,unknown,159.0
54.0,blue-collar,m,primary,no,489.0,yes,yes,cellular,280.0,4.0,287.0,3.0,other,109.0
34.0,blue-collar,m,primary,no,365.0,yes,no,unknown,85.0,2.0,-1.0,0.0,unknown,128.0
33.0,management,s,secondary,no,1973.0,yes,no,unknown,151.0,8.0,-1.0,0.0,unknown,147.0
37.0,management,s,tertiary,no,102.0,yes,no,cellular,101.0,2.0,-1.0,0.0,unknown,232.0
33.0,self-employed,m,tertiary,no,1676.0,yes,no,cellular,102.0,2.0,184.0,2.0,failure,70.0
32.0,management,s,tertiary,no,2619.0,yes,no,unknown,123.0,14.0,-1.0,0.0,unknown,145.0
39.0,services,m,secondary,no,1323.0,yes,yes,telephone,188.0,1.0,-1.0,0.0,unknown,196.0
58.0,unemployed,m,primary,no,446.0,no,no,cellular,402.0,2.0,-1.0,0.0,unknown,27.0
44.0,management,m,tertiary,no,430.0,no,no,cellular,97.0,2.0,171.0,2.0,failure,126.0
33.0,admin.,m,secondary,no,0.0,yes,no,cellular,41.0,5.0,-1.0,0.0,unknown,210.0
32.0,management,s,tertiary,no,4291.0,no,no,cellular,1321.0,9.0,-1.0,0.0,unknown,218.0
53.0,management,d,primary,no,255.0,no,no,cellular,126.0,1.0,-1.0,0.0,unknown,322.0
44.0,admin.,s,secondary,no,-497.0,yes,no,cellular,115.0,2.0,370.0,2.0,failure,130.0
28.0,technician,s,secondary,no,122.0,no,no,cellular,155.0,4.0,-1.0,0.0,unknown,33.0
23.0,student,s,secondary,no,556.0,yes,no,cellular,170.0,2.0,-1.0,0.0,unknown,134.0
57.0,retired,d,primary,no,515.0,yes,no,unknown,288.0,2.0,-1.0,0.0,unknown,132.0
52.0,admin.,d,secondary,no,1426.0,no,no,cellular,115.0,1.0,-1.0,0.0,unknown,197.0
35.0,self-employed,m,tertiary,no,1178.0,yes,yes,cellular,220.0,2.0,183.0,5.0,failure,104.0
33.0,admin.,s,secondary,no,5.0,yes,no,cellular,934.0,2.0,368.0,2.0,failure,134.0
54.0,technician,m,secondary,no,306.0,no,no,cellular,107.0,1.0,-1.0,0.0,unknown,32.0
33.0,technician,d,secondary,yes,-305.0,no,yes,unknown,109.0,1.0,-1.0,0.0,unknown,128.0
30.0,management,s,tertiary,no,-672.0,no,no,cellular,130.0,2.0,-1.0,0.0,unknown,223.0
35.0,management,s,tertiary,no,51.0,no,no,cellular,90.0,5.0,-1.0,0.0,unknown,229.0
51.0,management,s,tertiary,no,417.0,yes,no,unknown,18.0,1.0,-1.0,0.0,unknown,128.0
34.0,housemaid,m,secondary,no,5.0,no,no,telephone,305.0,7.0,-1.0,0.0,unknown,201.0
48.0,management,m,tertiary,no,732.0,no,no,cellular,157.0,2.0,-1.0,0.0,unknown,225.0
40.0,entrepreneur,m,secondary,no,0.0,yes,no,cellular,106.0,23.0,-1.0,0.0,unknown,210.0
31.0,blue-collar,s,secondary,no,-219.0,yes,no,unknown,66.0,2.0,-1.0,0.0,unknown,149.0
29.0,technician,s,tertiary,no,2893.0,yes,no,unknown,250.0,1.0,-1.0,0.0,unknown,153.0
44.0,admin.,d,secondary,no,2.0,yes,no,unknown,429.0,1.0,-1.0,0.0,unknown,138.0
54.0,management,m,tertiary,no,0.0,no,no,cellular,748.0,3.0,-1.0,0.0,unknown,237.0
53.0,blue-collar,m,primary,no,252.0,no,no,cellular,727.0,4.0,-1.0,0.0,unknown,211.0
56.0,retired,m,tertiary,no,89.0,no,no,telephone,83.0,1.0,-1.0,0.0,unknown,190.0
47.0,blue-collar,m,primary,no,570.0,no,no,cellular,864.0,3.0,-1.0,0.0,unknown,223.0
45.0,self-employed,m,secondary,no,1051.0,no,no,cellular,96.0,1.0,-1.0,0.0,unknown,215.0
54.0,self-employed,d,tertiary,no,1323.0,no,no,cellular,83.0,1.0,152.0,4.0,failure,322.0
34.0,admin.,s,secondary,no,2677.0,yes,no,cellular,259.0,1.0,-1.0,0.0,unknown,323.0
31.0,management,s,tertiary,no,2007.0,yes,no,unknown,253.0,1.0,-1.0,0.0,unknown,139.0
32.0,management,m,tertiary,no,2044.0,yes,no,cellular,477.0,1.0,-1.0,0.0,unknown,322.0
30.0,technician,m,secondary,no,817.0,yes,no,cellular,180.0,4.0,-1.0,0.0,unknown,233.0
32.0,entrepreneur,d,secondary,no,-934.0,yes,no,cellular,50.0,1.0,-1.0,0.0,unknown,321.0
37.0,blue-collar,m,secondary,no,561.0,yes,no,cellular,632.0,1.0,339.0,2.0,failure,133.0
32.0,self-employed,s,secondary,no,4.0,yes,no,unknown,233.0,2.0,-1.0,0.0,unknown,142.0
44.0,services,s,secondary,no,-389.0,yes,no,unknown,207.0,4.0,-1.0,0.0,unknown,149.0
35.0,services,m,secondary,no,2672.0,no,no,unknown,8.0,10.0,-1.0,0.0,unknown,170.0
45.0,admin.,m,secondary,no,-31.0,yes,no,unknown,295.0,2.0,-1.0,0.0,unknown,133.0
52.0,technician,m,tertiary,no,3440.0,yes,no,cellular,194.0,1.0,-1.0,0.0,unknown,189.0
34.0,technician,m,secondary,no,650.0,yes,no,unknown,184.0,2.0,-1.0,0.0,unknown,149.0
50.0,blue-collar,m,unknown,no,2284.0,yes,no,telephone,1088.0,17.0,-1.0,0.0,unknown,211.0
31.0,technician,s,tertiary,no,56.0,no,no,unknown,320.0,3.0,-1.0,0.0,unknown,134.0
57.0,housemaid,m,secondary,no,0.0,no,no,cellular,197.0,2.0,-1.0,0.0,unknown,233.0
37.0,blue-collar,m,secondary,no,672.0,yes,no,unknown,129.0,2.0,-1.0,0.0,unknown,148.0
30.0,student,s,tertiary,no,3094.0,no,no,cellular,116.0,2.0,-1.0,0.0,unknown,152.0
28.0,blue-collar,s,secondary,no,524.0,yes,no,cellular,554.0,2.0,-1.0,0.0,unknown,125.0
48.0,blue-collar,d,secondary,no,4597.0,yes,no,cellular,285.0,1.0,-1.0,0.0,unknown,190.0
32.0,technician,m,secondary,no,-203.0,yes,no,cellular,67.0,1.0,-1.0,0.0,unknown,198.0
42.0,retired,s,tertiary,no,308.0,no,no,cellular,114.0,2.0,-1.0,0.0,unknown,29.0
36.0,admin.,m,tertiary,no,1145.0,yes,no,cellular,198.0,2.0,181.0,3.0,failure,87.0
30.0,management,m,tertiary,no,549.0,no,no,cellular,59.0,8.0,-1.0,0.0,unknown,239.0
33.0,technician,s,tertiary,no,8047.0,yes,no,cellular,202.0,1.0,263.0,13.0,failure,137.0
30.0,blue-collar,m,secondary,no,321.0,yes,no,cellular,738.0,2.0,-1.0,0.0,unknown,323.0
42.0,technician,s,tertiary,no,671.0,yes,no,unknown,14.0,20.0,-1.0,0.0,unknown,166.0
45.0,blue-collar,m,secondary,no,3169.0,no,no,cellular,39.0,1.0,-1.0,0.0,unknown,324.0
54.0,admin.,d,unknown,no,0.0,no,no,cellular,191.0,3.0,-1.0,0.0,unknown,194.0
27.0,management,s,tertiary,no,1137.0,yes,no,cellular,26.0,1.0,-1.0,0.0,unknown,127.0
57.0,technician,m,tertiary,no,4043.0,yes,no,cellular,122.0,4.0,-1.0,0.0,unknown,218.0
28.0,blue-collar,s,secondary,no,3412.0,yes,no,cellular,22.0,4.0,-1.0,0.0,unknown,134.0
39.0,entrepreneur,m,secondary,no,5562.0,no,no,cellular,149.0,3.0,-1.0,0.0,unknown,323.0
41.0,management,s,secondary,no,3234.0,yes,no,cellular,2770.0,1.0,-1.0,0.0,unknown,29.0
23.0,services,m,secondary,no,2673.0,yes,no,unknown,81.0,2.0,-1.0,0.0,unknown,155.0
42.0,entrepreneur,m,tertiary,no,233.0,no,no,cellular,446.0,1.0,-1.0,0.0,unknown,35.0
52.0,technician,s,secondary,no,-181.0,yes,no,unknown,94.0,2.0,-1.0,0.0,unknown,126.0
35.0,technician,m,secondary,no,1387.0,yes,no,unknown,114.0,1.0,-1.0,0.0,unknown,139.0
44.0,entrepreneur,m,secondary,yes,-848.0,yes,no,unknown,468.0,1.0,-1.0,0.0,unknown,138.0
32.0,blue-collar,s,secondary,no,70.0,yes,no,unknown,118.0,6.0,-1.0,0.0,unknown,145.0
47.0,admin.,m,secondary,no,-1091.0,yes,yes,cellular,153.0,4.0,-1.0,0.0,unknown,211.0
30.0,blue-collar,m,secondary,no,7.0,yes,no,cellular,197.0,4.0,-1.0,0.0,unknown,209.0
49.0,management,m,secondary,no,367.0,yes,no,unknown,85.0,6.0,-1.0,0.0,unknown,148.0
36.0,blue-collar,m,primary,no,223.0,yes,no,unknown,12.0,3.0,-1.0,0.0,unknown,194.0
37.0,management,s,tertiary,no,156.0,no,no,cellular,7.0,10.0,-1.0,0.0,unknown,35.0
33.0,technician,s,secondary,no,635.0,no,no,cellular,124.0,1.0,-1.0,0.0,unknown,233.0
28.0,blue-collar,m,secondary,no,339.0,yes,no,unknown,100.0,2.0,-1.0,0.0,unknown,145.0
28.0,blue-collar,m,secondary,no,-185.0,yes,yes,unknown,170.0,1.0,-1.0,0.0,unknown,132.0
51.0,blue-collar,m,secondary,no,328.0,no,no,unknown,203.0,1.0,-1.0,0.0,unknown,184.0
42.0,admin.,m,secondary,no,1535.0,yes,no,cellular,121.0,1.0,108.0,2.0,failure,239.0
58.0,retired,d,tertiary,no,3237.0,no,no,telephone,615.0,1.0,-1.0,0.0,unknown,303.0
47.0,technician,s,unknown,no,77.0,yes,no,unknown,83.0,4.0,-1.0,0.0,unknown,128.0
46.0,admin.,m,secondary,no,526.0,no,yes,cellular,251.0,3.0,-1.0,0.0,unknown,211.0
51.0,entrepreneur,d,tertiary,no,23.0,yes,no,cellular,177.0,3.0,-1.0,0.0,unknown,198.0
27.0,admin.,s,secondary,no,454.0,no,yes,cellular,331.0,2.0,-1.0,0.0,unknown,195.0
54.0,blue-collar,m,secondary,no,0.0,no,no,cellular,87.0,2.0,-1.0,0.0,unknown,230.0
33.0,entrepreneur,s,tertiary,no,1068.0,yes,no,unknown,396.0,2.0,-1.0,0.0,unknown,124.0
28.0,services,m,secondary,no,2114.0,no,yes,unknown,79.0,1.0,-1.0,0.0,unknown,142.0
58.0,retired,m,secondary,no,4700.0,no,no,telephone,93.0,6.0,-1.0,0.0,unknown,46.0
